OrderID,CustomerID,OrderDate,Category,Sales,Quantity,Discount,Profit
7454,35,17-09-2024,Books,44.46,2,0.15,15.63
7455,8,17-12-2024,Electronics,508.06,4,0.1,522.44
7456,14,13-01-2024,Electronics,603.65,3,0,557.05
7457,37,17-07-2024,Sports,272.26,7,0,-803.1
7458,41,17-04-2024,Books,33.74,4,0.05,31.33
7459,36,02-06-2024,Sports,73.95,5,0,89.94
7460,57,06-09-2024,Clothing,17.39,2,0,13.51
7461,31,18-01-2024,Home & Kitchen,280.62,3,0,188.01
7462,67,27-03-2024,Sports,178.49,2,0.15,77.31
7463,4,20-01-2024,Sports,267.82,4,0,-507.08
7464,70,18-05-2024,Clothing,41.81,6,0.05,94.87
7465,37,06-09-2024,Electronics,792.37,1,0,240.68
7466,31,14-04-2024,Clothing,100.73,2,0.1,38.53
7467,55,25-10-2024,Sports,289.41,6,0,378.81
7468,11,04-11-2024,Beauty,57.49,5,0,74.23
7469,61,21-10-2024,Books,15.2,4,0.1,19.48
7470,58,15-04-2024,Beauty,59.3,4,0.05,40
7471,67,10-11-2024,Books,58.84,6,0.1,51.21
7472,11,20-05-2024,Home & Kitchen,181.75,3,0.1,161.32
7473,1,11-04-2024,Sports,261.36,4,0.05,182.68
7474,26,10-01-2024,Books,52.39,7,0.05,53.54
7475,52,19-09-2024,Books,17.96,4,0.15,17.64
7476,15,05-07-2024,Clothing,141.72,3,0.1,78.98
7477,32,07-08-2024,Books,9.22,5,0.3,5.38
7478,32,19-08-2024,Clothing,75.47,2,0,56.21
7479,62,04-05-2024,Beauty,42.3,4,0.15,62.61
7480,29,11-10-2024,Electronics,235.08,1,0.1,83.04
7481,46,18-09-2024,Clothing,146.5,4,0.2,115.71
7482,34,29-10-2024,Books,47.48,3,0,33.13
7483,30,13-03-2024,Electronics,191.12,1,0,46.62
7484,66,21-03-2024,Electronics,801.5,5,0,1038.41
7485,60,06-06-2024,Home & Kitchen,212.57,4,0,184.31
7486,31,01-10-2024,Home & Kitchen,131.99,7,0.15,200.27
7487,8,07-04-2024,Clothing,109.87,7,0,316.01
7488,48,23-03-2024,Electronics,1158.89,4,0,842.16
7489,11,30-10-2024,Clothing,36.52,1,0.05,6.79
7490,32,30-12-2024,Sports,63.71,7,0,-286.49
7491,1,06-12-2024,Books,44.73,2,0.05,19.34
7492,47,15-03-2024,Electronics,1140.84,3,0,1444.76
7493,44,25-05-2024,Books,36.45,5,0,52.45
7494,63,05-01-2024,Clothing,145.73,2,0.2,62.31
7495,26,19-10-2024,Clothing,88.81,1,0,-22.4
7496,18,12-10-2024,Sports,133.2,1,0.05,51.42
7497,4,19-04-2024,home & kitchen,176.72,7,0.1,291.8
7498,4,06-08-2024,Beauty,95.72,6,0,221.06
7499,56,22-04-2024,Sports,11.55,7,0.1,27.06
7500,63,01-09-2024,Books,37.8,7,0.1,64.82
7130,40,25-12-2024,Electronics,123.69,2,0.05,105.24
7281,40,05-12-2024,Books,52.98,7,0.1,140.68
7441,29,05-09-2024,Books,14.38,3,0.05,15.11
7385,62,12-11-2024,Clothing,110.33,2,0.1,66.63
7226,63,29-06-2024,Clothing,36.91,5,0.15,36.57
8125,95,24-06-2024,Books,16.8,1,0.05,6.91
8038,96,02-06-2024,Clothing,95.56,5,0,99.64
8283,97,05-02-2024,Beauty,44.19,3,0,29.81
8203,98,16-10-2024,Sports,116.01,3,0,113.7
